datetime,id,value
1604212200,24,0.269
1604212200,25,0.0
1604212200,26,0.001
1604212200,28,0.128
1604212200,30,0.006
1604212200,31,0.047
1604212200,32,0.218
1604212200,33,0.016
1604212200,35,0.042
1604212200,37,0.047
1604212200,38,0.003
1604212200,40,0.013
1604212200,41,0.135
1604212200,42,0.011
1604212200,47,0.0
1604212200,50,0.112
1604212200,51,0.005
1604212200,53,0.0
1604212200,54,0.076
1604212200,55,0.028
1604212200,57,0.001
1604212200,58,0.047
1604212200,59,0.087
1604212200,62,0.025
1604212200,63,0.043
1604212200,65,0.012
1604212200,66,0.022
1604212200,70,0.001
1604212200,77,0.038
1604212200,78,0.002
1604212200,79,0.0
1604212200,81,0.013
1604212200,84,0.005
1604212200,86,0.009
1604212200,89,0.0367
1604212200,90,0.015
1604212200,91,0.012
1604212200,93,0.051
1604212200,94,0.0
1604212200,95,0.059
1604212200,96,0.04
1604212200,97,0.104
1604213100,14,0.0
1604213100,16,0.016
1604213100,17,0.039
1604213100,19,0.047
1604213100,20,0.093
1604213100,21,0.034
1604213100,24,0.253
1604213100,25,0.012
1604213100,26,0.001
1604213100,28,0.006
1604213100,30,0.0
1604213100,31,0.022
1604213100,32,0.205
1604213100,33,0.015
1604213100,35,0.042
1604213100,37,0.047
1604213100,38,0.025
1604213100,40,0.02
1604213100,41,0.114
1604213100,42,0.011
1604213100,47,0.0
1604213100,50,0.225
1604213100,51,0.005
1604213100,53,0.0
1604213100,54,0.039
1604213100,55,0.035
1604213100,57,0.035
1604213100,58,0.099
1604213100,59,0.098
1604213100,62,0.026
1604213100,63,0.043
1604213100,65,0.012
1604213100,66,0.039
1604213100,70,0.0
1604213100,77,0.016
1604213100,78,0.001
1604213100,79,0.0
1604213100,81,0.06
1604213100,84,0.034
1604213100,86,0.04
1604213100,89,0.0361
1604213100,90,0.059
1604213100,91,0.011
1604213100,93,0.024
1604213100,94,0.0
1604213100,95,0.095
1604213100,96,0.051
1604213100,97,0.017
1604214000,14,0.0
1604214000,16,0.015
1604214000,17,0.009
1604214000,19,0.075
1604214000,20,0.089
1604214000,21,0.034
1604214000,24,0.286
1604214000,25,0.015
1604214000,26,0.001
1604214000,28,0.043
1604214000,30,0.0
1604214000,31,0.021
1604214000,32,0.223
1604214000,33,0.016
1604214000,35,0.042
1604214000,37,0.042
1604214000,38,0.154
1604214000,40,0.011
1604214000,41,0.117
1604214000,42,0.011
1604214000,47,0.0
1604214000,50,0.135
1604214000,51,0.005
1604214000,53,0.0
1604214000,54,0.055
1604214000,55,0.026
1604214000,57,0.001
1604214000,58,0.016
1604214000,59,0.117
1604214000,62,0.046
1604214000,63,0.043
1604214000,65,0.012
1604214000,66,0.02
1604214000,70,0.001
1604214000,77,0.006
1604214000,78,0.0
1604214000,79,0.0
1604214000,81,0.033
1604214000,84,0.011
1604214000,86,0.014
1604214000,89,0.0357
1604214000,90,0.025
1604214000,91,0.034
1604214000,93,0.031
1604214000,94,0.0
1604214000,95,0.086
1604214000,96,0.021
1604214000,97,0.017
1604214900,14,0.0
1604214900,16,0.015
1604214900,17,0.004
1604214900,19,0.059
1604214900,20,0.083
1604214900,21,0.085
1604214900,24,0.252
1604214900,25,0.0
1604214900,26,0.001
1604214900,28,0.006
1604214900,30,0.01
1604214900,31,0.021
1604214900,32,0.364
1604214900,33,0.036
1604214900,35,0.042
1604214900,37,0.022
1604214900,38,0.01
1604214900,40,0.02
1604214900,41,0.14
1604214900,42,0.011
1604214900,47,0.0
1604214900,50,0.215
1604214900,51,0.026
1604214900,53,0.0
1604214900,54,0.031
1604214900,55,0.007
1604214900,57,0.035
1604214900,58,0.005
1604214900,59,0.138
1604214900,62,0.028
1604214900,63,0.043
1604214900,65,0.011
1604214900,66,0.021
1604214900,70,0.001
1604214900,77,0.005
1604214900,78,0.001
1604214900,79,0.0
1604214900,81,0.013
1604214900,84,0.019
1604214900,86,0.009
1604214900,89,0.0354
1604214900,90,0.037
1604214900,91,0.027
1604214900,93,0.035
1604214900,94,0.0
1604214900,95,0.052
1604214900,96,0.012
1604214900,97,0.034
1604215800,14,0.0
1604215800,16,0.015
1604215800,17,0.004
1604215800,19,0.025
1604215800,20,0.093
1604215800,21,0.034
1604215800,24,0.269
1604215800,25,0.028
1604215800,26,0.001
1604215800,28,0.039
1604215800,30,0.015
1604215800,31,0.022
1604215800,32,0.305
1604215800,33,0.045
1604215800,35,0.042
1604215800,37,0.02
1604215800,38,0.03
1604215800,40,0.013
1604215800,41,0.109
1604215800,42,0.05
1604215800,47,0.0
1604215800,50,0.38
1604215800,51,0.006
1604215800,53,0.0
1604215800,54,0.029
1604215800,55,0.043
1604215800,57,0.001
1604215800,58,0.027
1604215800,59,0.224
1604215800,62,0.03
1604215800,63,0.043
1604215800,65,0.013
1604215800,66,0.031
1604215800,70,0.0
1604215800,77,0.006
1604215800,78,0.001
1604215800,79,0.0
1604215800,81,0.013
1604215800,84,0.024
1604215800,86,0.045
1604215800,89,0.0346
1604215800,90,0.048
1604215800,91,0.011
1604215800,93,0.024
1604215800,94,0.0
1604215800,95,0.023
1604215800,96,0.013
1604215800,97,0.023
1604216700,14,0.0
1604216700,16,0.015
1604216700,17,0.003
1604216700,19,0.046
1604216700,20,0.235
1604216700,21,0.034
1604216700,24,0.161
1604216700,25,0.0
1604216700,26,0.001
1604216700,28,0.009
1604216700,30,0.0
1604216700,31,0.022
1604216700,32,0.213
1604216700,33,0.041
1604216700,35,0.041
1604216700,37,0.02
1604216700,38,0.003
1604216700,40,0.011
1604216700,41,0.114
1604216700,42,0.044
1604216700,47,0.0
1604216700,50,0.119
1604216700,51,0.005
1604216700,53,0.0
1604216700,54,0.047
1604216700,55,0.031
1604216700,57,0.035
1604216700,58,0.044
1604216700,59,0.114
1604216700,62,0.182
1604216700,63,0.043
1604216700,65,0.012
1604216700,66,0.02
1604216700,70,0.001
1604216700,77,0.006
1604216700,78,0.001
1604216700,79,0.0
1604216700,81,0.05
1604216700,84,0.007
1604216700,86,0.009
1604216700,89,0.0346
1604216700,90,0.015
1604216700,91,0.012
1604216700,93,0.039
1604216700,94,0.0
1604216700,95,0.035
1604216700,96,0.026
1604216700,97,0.157
1604217600,14,0.0
1604217600,16,0.016
1604217600,17,0.004
1604217600,19,0.068
1604217600,20,0.412
1604217600,21,0.034
1604217600,24,0.068
1604217600,25,0.007
1604217600,26,0.001
1604217600,28,0.032
1604217600,30,0.0
1604217600,31,0.054
1604217600,32,0.203
1604217600,33,0.164
1604217600,35,0.042
1604217600,37,0.02
1604217600,38,0.029
1604217600,40,0.021
1604217600,41,0.138
1604217600,42,0.043
1604217600,47,0.0
1604217600,50,0.143
1604217600,51,0.005
1604217600,53,0.0
1604217600,54,0.035
1604217600,55,0.01
1604217600,57,0.001
1604217600,58,0.093
1604217600,59,0.131
1604217600,62,0.025
1604217600,63,0.043
1604217600,65,0.012
1604217600,66,0.027
1604217600,70,0.001
1604217600,77,0.006
1604217600,78,0.001
1604217600,79,0.0
1604217600,81,0.041
1604217600,84,0.033
1604217600,86,0.011
1604217600,89,0.0347
1604217600,90,0.058
1604217600,91,0.011
1604217600,93,0.028
1604217600,94,0.0
1604217600,95,0.042
1604217600,96,0.04
1604217600,97,0.017
1604218500,14,0.0
1604218500,16,0.017
1604218500,17,0.016
1604218500,19,0.035
1604218500,20,0.429
1604218500,21,0.033
1604218500,24,0.092
1604218500,25,0.021
1604218500,26,0.001
1604218500,28,0.014
1604218500,30,0.0
1604218500,31,0.05
1604218500,32,0.222
1604218500,33,0.012
1604218500,35,0.041
1604218500,37,0.021
1604218500,38,0.011
1604218500,40,0.011
1604218500,41,0.113
1604218500,42,0.041
1604218500,47,0.0
1604218500,50,0.132
1604218500,51,0.005
1604218500,53,0.0
1604218500,54,0.029
1604218500,55,0.026
1604218500,57,0.034
1604218500,58,0.038
1604218500,59,0.113
1604218500,62,0.031
1604218500,63,0.042
1604218500,65,0.011
1604218500,66,0.025
1604218500,70,0.0
1604218500,77,0.033
1604218500,78,0.001
1604218500,79,0.0
1604218500,81,0.013
1604218500,84,0.006
1604218500,86,0.043
1604218500,89,0.0346
1604218500,90,0.025
1604218500,91,0.011
1604218500,93,0.024
1604218500,94,0.0
1604218500,95,0.156
1604218500,96,0.08
1604218500,97,0.037
1604219400,14,0.0
1604219400,16,0.015
1604219400,17,0.032
1604219400,19,0.032
1604219400,20,0.051
1604219400,21,0.036
1604219400,24,0.062
1604219400,25,0.0
1604219400,26,0.001
1604219400,28,0.027
1604219400,30,0.018
1604219400,31,0.021
1604219400,32,0.201
1604219400,33,0.014
1604219400,35,0.042
1604219400,37,0.022
1604219400,38,0.014
1604219400,40,0.015
1604219400,41,0.139
1604219400,42,0.042
1604219400,47,0.0
1604219400,50,0.101
1604219400,51,0.021
1604219400,53,0.0
1604219400,54,0.038
1604219400,55,0.034
1604219400,57,0.002
1604219400,58,0.005
1604219400,59,0.117
1604219400,62,0.038
1604219400,63,0.043
1604219400,65,0.011
1604219400,66,0.021
1604219400,70,0.001
1604219400,77,0.021
1604219400,78,0.0
1604219400,79,0.0
1604219400,81,0.013
1604219400,84,0.025
1604219400,86,0.009
1604219400,89,0.0344
1604219400,90,0.033
1604219400,91,0.011
1604219400,93,0.051
1604219400,94,0.0
1604219400,95,0.044
1604219400,96,0.044
1604219400,97,0.087
1604220300,14,0.0
1604220300,16,0.016
1604220300,17,0.004
1604220300,19,0.065
1604220300,20,0.044
1604220300,21,0.138
1604220300,24,0.088
1604220300,25,0.021
1604220300,26,0.038
1604220300,28,0.034
1604220300,30,0.007
1604220300,31,0.021
1604220300,32,0.163
1604220300,33,0.013
1604220300,35,0.041
1604220300,37,0.13
1604220300,38,0.026
1604220300,40,0.016
1604220300,41,0.112
1604220300,42,0.023
1604220300,47,0.0
1604220300,50,0.185
1604220300,51,0.011
1604220300,53,0.0
1604220300,54,0.043
1604220300,55,0.028
1604220300,57,0.031
1604220300,58,0.01
1604220300,59,0.088
1604220300,62,0.021
1604220300,63,0.053
1604220300,65,0.012
1604220300,66,0.03
1604220300,70,0.001
1604220300,77,0.006
1604220300,78,0.04
1604220300,79,0.0
1604220300,81,0.028
1604220300,84,0.015
1604220300,86,0.017
1604220300,89,0.0334
1604220300,90,0.282
1604220300,91,0.012
1604220300,93,0.035
1604220300,94,0.0
1604220300,95,0.035
1604220300,96,0.041
1604220300,97,0.018
1604221200,14,0.0
1604221200,16,0.016
1604221200,17,0.004
1604221200,19,0.033
1604221200,20,0.047
1604221200,21,0.035
1604221200,24,0.073
1604221200,25,0.007
1604221200,26,0.143
1604221200,28,0.1
1604221200,30,0.0
1604221200,31,0.022
1604221200,32,0.145
1604221200,33,0.014
1604221200,35,0.042
1604221200,37,0.022
1604221200,38,0.002
1604221200,40,0.007
1604221200,41,0.11
1604221200,42,0.011
1604221200,47,0.0
1604221200,50,0.197
1604221200,51,0.005
1604221200,53,0.0
1604221200,54,0.028
1604221200,55,0.017
1604221200,57,0.004
1604221200,58,0.061
1604221200,59,0.113
1604221200,62,0.034
1604221200,63,0.06
1604221200,65,0.011
1604221200,66,0.018
1604221200,70,0.0
1604221200,77,0.004
1604221200,78,0.033
1604221200,79,0.0
1604221200,81,0.061
1604221200,84,0.015
1604221200,86,0.039
1604221200,89,0.0328
1604221200,90,0.015
1604221200,91,0.019
1604221200,93,0.024
1604221200,94,0.0
1604221200,95,0.028
1604221200,96,0.04
1604221200,97,0.017
1604222100,14,0.0
1604222100,16,0.016
1604222100,17,0.004
1604222100,19,0.013
1604222100,20,0.05
1604222100,21,0.025
1604222100,24,0.073
1604222100,25,0.0
1604222100,26,0.001
1604222100,28,0.029
1604222100,30,0.0
1604222100,31,0.021
1604222100,32,0.13
1604222100,33,0.012
1604222100,35,0.041
1604222100,37,0.037
1604222100,38,0.033
1604222100,40,0.017
1604222100,41,0.139
1604222100,42,0.011
1604222100,47,0.0
1604222100,50,0.1
1604222100,51,0.005
1604222100,53,0.0
1604222100,54,0.029
1604222100,55,0.011
1604222100,57,0.029
1604222100,58,0.065
1604222100,59,0.152
1604222100,62,0.033
1604222100,63,0.06
1604222100,65,0.012
1604222100,66,0.028
1604222100,70,0.001
1604222100,77,0.001
1604222100,78,0.031
1604222100,79,0.0
1604222100,81,0.015
1604222100,84,0.023
1604222100,86,0.106
1604222100,89,0.033
1604222100,90,0.032
1604222100,91,0.027
1604222100,93,0.034
1604222100,94,0.0
1604222100,95,0.047
1604222100,96,0.039
1604222100,97,0.104
1604223000,14,0.0
1604223000,16,0.015
1604223000,17,0.003
1604223000,19,0.056
1604223000,20,0.128
1604223000,21,0.083
1604223000,24,0.058
1604223000,25,0.029
1604223000,26,0.002
1604223000,28,0.01
1604223000,30,0.007
1604223000,31,0.021
1604223000,32,0.12
1604223000,33,0.03
1604223000,35,0.042
1604223000,37,0.046
1604223000,38,0.007
1604223000,40,0.007
1604223000,41,0.116
1604223000,42,0.011
1604223000,47,0.0
1604223000,50,0.134
1604223000,51,0.005
1604223000,53,0.0
1604223000,54,0.051
1604223000,55,0.054
1604223000,57,0.006
1604223000,58,0.049
1604223000,59,0.242
1604223000,62,0.021
1604223000,63,0.059
1604223000,65,0.011
1604223000,66,0.02
1604223000,70,0.001
1604223000,77,0.001
1604223000,78,0.03
1604223000,79,0.0
1604223000,81,0.013
1604223000,84,0.008
1604223000,86,0.027
1604223000,89,0.034
1604223000,90,0.052
1604223000,91,0.005
1604223000,93,0.18
1604223000,94,0.0
1604223000,95,0.141
1604223000,96,0.015
1604223000,97,0.025
1604223900,14,0.0
1604223900,16,0.016
1604223900,17,0.004
1604223900,19,0.153
1604223900,20,0.065
1604223900,21,0.023
1604223900,24,0.004
1604223900,25,0.0
1604223900,26,0.001
1604223900,28,0.034
1604223900,30,0.017
1604223900,31,0.04
1604223900,32,0.111
1604223900,33,0.041
1604223900,35,0.041
1604223900,37,0.044
1604223900,38,0.174
1604223900,40,0.007
1604223900,41,0.22
1604223900,42,0.011
1604223900,47,0.0
1604223900,50,0.101
1604223900,51,0.015
1604223900,53,0.0
1604223900,54,0.029
1604223900,55,0.01
1604223900,57,0.025
1604223900,58,0.017
1604223900,59,0.483
1604223900,62,0.037
1604223900,63,0.06
1604223900,65,0.01
1604223900,66,0.018
1604223900,70,0.001
1604223900,77,0.0
1604223900,78,0.029
1604223900,79,0.0
1604223900,81,0.013
1604223900,84,0.029
1604223900,86,0.032
1604223900,89,0.0342
1604223900,90,0.082
1604223900,91,0.004
1604223900,93,0.128
1604223900,94,0.0
1604223900,95,0.049
1604223900,96,0.024
1604223900,97,0.032
1604224800,14,0.0
1604224800,16,0.017
1604224800,17,0.022
1604224800,19,0.063
1604224800,20,0.044
1604224800,21,0.024
1604224800,24,0.034
1604224800,25,0.002
1604224800,26,0.001
1604224800,28,0.006
1604224800,30,0.0
1604224800,31,0.062
1604224800,32,0.115
1604224800,33,0.04
1604224800,35,0.041
1604224800,37,0.046
1604224800,38,0.02
1604224800,40,0.017
1604224800,41,0.14
1604224800,42,0.011
1604224800,47,0.0
1604224800,50,0.114
1604224800,51,0.017
1604224800,53,0.0
1604224800,54,0.029
1604224800,55,0.042
1604224800,57,0.159
1604224800,58,0.006
1604224800,59,0.398
1604224800,62,0.028
1604224800,63,0.059
1604224800,65,0.01
1604224800,66,0.029
1604224800,70,0.0
1604224800,77,0.018
1604224800,78,0.028
1604224800,79,0.0
1604224800,81,0.052
1604224800,84,0.005
1604224800,86,0.009
1604224800,89,0.0347
1604224800,90,0.015
1604224800,91,0.005
1604224800,93,0.023
1604224800,94,0.0
1604224800,95,0.036
1604224800,96,0.026
1604224800,97,0.048
1604225700,14,0.0
1604225700,16,0.018
1604225700,17,0.026
1604225700,19,0.061
1604225700,20,0.116
1604225700,21,0.023
1604225700,24,0.011
1604225700,25,0.026
1604225700,26,0.001
1604225700,28,0.038
1604225700,30,0.0
1604225700,31,0.023
1604225700,32,0.128
1604225700,33,0.012
1604225700,35,0.042
1604225700,37,0.046
1604225700,38,0.007
1604225700,40,0.007
1604225700,41,0.148
1604225700,42,0.011
1604225700,47,0.0
1604225700,50,0.181
1604225700,51,0.005
1604225700,53,0.0
1604225700,54,0.04
1604225700,55,0.053
1604225700,57,0.021
1604225700,58,0.241
1604225700,59,0.207
1604225700,62,0.021
1604225700,63,0.059
1604225700,65,0.01
1604225700,66,0.019
1604225700,70,0.001
1604225700,77,0.026
1604225700,78,0.023
1604225700,79,0.0
1604225700,81,0.039
1604225700,84,0.03
1604225700,86,0.047
1604225700,89,0.0355
1604225700,90,0.014
1604225700,91,0.005
1604225700,93,0.041
1604225700,94,0.0
1604225700,95,0.022
1604225700,96,0.013
1604225700,97,0.062
1604226600,14,0.0
1604226600,16,0.018
1604226600,17,0.004
1604226600,19,0.068
1604226600,20,0.046
1604226600,21,0.024
1604226600,24,0.017
1604226600,25,0.0
1604226600,26,0.001
1604226600,28,0.005
1604226600,30,0.0
1604226600,31,0.021
1604226600,32,0.105
1604226600,33,0.11
1604226600,35,0.041
1604226600,37,0.044
1604226600,38,0.033
1604226600,40,0.012
1604226600,41,0.151
1604226600,42,0.039
1604226600,47,0.0
1604226600,50,0.097
1604226600,51,0.005
1604226600,53,0.0
1604226600,54,0.04
1604226600,55,0.084
1604226600,57,0.014
1604226600,58,0.175
1604226600,59,0.305
1604226600,62,0.041
1604226600,63,0.059
1604226600,65,0.011
1604226600,66,0.126
1604226600,70,0.001
1604226600,77,0.001
1604226600,78,0.001
1604226600,79,0.0
1604226600,81,0.013
1604226600,84,0.006
1604226600,86,0.014
1604226600,89,0.0362
1604226600,90,0.015
1604226600,91,0.005
1604226600,93,0.024
1604226600,94,0.0
1604226600,95,0.05
1604226600,96,0.027
1604226600,97,0.018
1604227500,14,0.0
1604227500,16,0.018
1604227500,17,0.004
1604227500,19,0.029
1604227500,20,0.04
1604227500,21,0.023
1604227500,24,0.028
1604227500,25,0.018
1604227500,26,0.001
1604227500,28,0.039
1604227500,30,0.014
1604227500,31,0.02
1604227500,32,0.143
1604227500,33,0.058
1604227500,35,0.041
1604227500,37,0.04
1604227500,38,0.004
1604227500,40,0.011
1604227500,41,0.145
1604227500,42,0.055
1604227500,47,0.0
1604227500,50,0.188
1604227500,51,0.006
1604227500,53,0.0
1604227500,54,0.029
1604227500,55,0.046
1604227500,57,0.017
1604227500,58,0.197
1604227500,59,0.155
1604227500,62,0.025
1604227500,63,0.059
1604227500,65,0.01
1604227500,66,0.218
1604227500,70,0.0
1604227500,77,0.001
1604227500,78,0.001
1604227500,79,0.0
1604227500,81,0.013
1604227500,84,0.025
1604227500,86,0.027
1604227500,89,0.0375
1604227500,90,0.014
1604227500,91,0.004
1604227500,93,0.038
1604227500,94,0.0
1604227500,95,0.057
1604227500,96,0.04
1604227500,97,0.04
1604228400,14,0.0
1604228400,16,0.019
1604228400,17,0.003
1604228400,19,0.037
1604228400,20,0.043
1604228400,21,0.028
1604228400,24,0.005
1604228400,25,0.009
1604228400,26,0.001
1604228400,28,0.006
1604228400,30,0.011
1604228400,31,0.021
1604228400,32,0.127
1604228400,33,0.012
1604228400,35,0.041
1604228400,37,0.023
1604228400,38,0.025
1604228400,40,0.008
1604228400,41,0.118
1604228400,42,0.043
1604228400,47,0.0
1604228400,50,0.152
1604228400,51,0.014
1604228400,53,0.0
1604228400,54,0.028
1604228400,55,0.006
1604228400,57,0.118
1604228400,58,0.044
1604228400,59,0.337
1604228400,62,0.024
1604228400,63,0.059
1604228400,65,0.011
1604228400,66,0.261
1604228400,70,0.001
1604228400,77,0.001
1604228400,78,0.001
1604228400,79,0.0
1604228400,81,0.024
1604228400,84,0.01
1604228400,86,0.036
1604228400,89,0.0341
1604228400,90,0.014
1604228400,91,0.005
1604228400,93,0.028
1604228400,94,0.0
1604228400,95,0.131
1604228400,96,0.023
1604228400,97,0.106
1604229300,14,0.0
1604229300,16,0.019
1604229300,17,0.004
1604229300,19,0.069
1604229300,20,0.109
1604229300,21,0.404
1604229300,24,0.036
1604229300,25,0.0
1604229300,26,0.001
1604229300,28,0.12
1604229300,30,0.0
1604229300,31,0.021
1604229300,32,0.126
1604229300,33,0.012
1604229300,35,0.042
1604229300,37,0.03
1604229300,38,0.016
1604229300,40,0.016
1604229300,41,0.158
1604229300,42,0.038
1604229300,47,0.0
1604229300,50,0.166
1604229300,51,0.029
1604229300,53,0.0
1604229300,54,0.052
1604229300,55,0.037
1604229300,57,0.44
1604229300,58,0.02
1604229300,59,0.402
1604229300,62,0.041
1604229300,63,0.059
1604229300,65,0.012
1604229300,66,0.053
1604229300,70,0.001
1604229300,77,0.001
1604229300,78,0.001
1604229300,79,0.0
1604229300,81,0.061
1604229300,84,0.02
1604229300,86,0.009
1604229300,89,0.0394
1604229300,90,0.014
1604229300,91,0.03
1604229300,93,0.017
1604229300,94,0.0
1604229300,95,0.219
1604229300,96,0.016
1604229300,97,0.015
1604230200,14,0.0
1604230200,16,0.018
1604230200,17,0.009
1604230200,19,0.074
1604230200,20,0.041
1604230200,21,0.024
1604230200,24,0.008
1604230200,25,0.026
1604230200,26,0.001
1604230200,28,0.008
1604230200,30,0.0
1604230200,31,0.026
1604230200,32,0.1
1604230200,33,0.012
1604230200,35,0.041
1604230200,37,0.025
1604230200,38,0.012
1604230200,40,0.007
1604230200,41,0.11
1604230200,42,0.032
1604230200,47,0.0
1604230200,50,0.128
1604230200,51,0.016
1604230200,53,0.0
1604230200,54,0.067
1604230200,55,0.117
1604230200,57,0.023
1604230200,58,0.026
1604230200,59,0.555
1604230200,62,0.021
1604230200,63,0.059
1604230200,65,0.011
1604230200,66,0.039
1604230200,70,0.0
1604230200,77,0.0
1604230200,78,0.001
1604230200,79,0.0
1604230200,81,0.019
1604230200,84,0.014
1604230200,86,0.044
1604230200,89,0.0398
1604230200,90,0.014
1604230200,91,0.014
1604230200,93,0.045
1604230200,94,0.0
1604230200,95,0.023
1604230200,96,0.035
1604230200,97,0.016
1604231100,14,0.0
1604231100,16,0.019
1604231100,17,0.152
1604231100,19,0.075
1604231100,20,0.192
1604231100,21,0.087
1604231100,24,0.022
1604231100,25,0.0
1604231100,26,0.001
1604231100,28,0.032
1604231100,30,0.003
1604231100,31,0.065
1604231100,32,0.117
1604231100,33,0.012
1604231100,35,0.041
1604231100,37,0.038
1604231100,38,0.036
1604231100,40,0.008
1604231100,41,0.106
1604231100,42,0.007
1604231100,47,0.0
1604231100,50,0.059
1604231100,51,0.019
1604231100,53,0.0
1604231100,54,0.403
1604231100,55,0.079
1604231100,57,0.01
1604231100,58,0.051
1604231100,59,0.223
1604231100,62,0.028
1604231100,63,0.059
1604231100,65,0.012
1604231100,66,0.043
1604231100,70,0.001
1604231100,77,0.006
1604231100,78,0.001
1604231100,79,0.0
1604231100,81,0.013
1604231100,84,0.017
1604231100,86,0.018
1604231100,89,0.0404
1604231100,90,0.024
1604231100,91,0.005
1604231100,93,0.026
1604231100,94,0.0
1604231100,95,0.175
1604231100,96,0.013
1604231100,97,0.394
1604232000,14,0.0
1604232000,16,0.019
1604232000,17,0.448
1604232000,19,0.14
1604232000,20,0.062
1604232000,21,0.067
1604232000,24,0.023
1604232000,25,0.018
1604232000,26,0.001
1604232000,28,0.012
1604232000,30,0.019
1604232000,31,0.039
1604232000,32,0.173
1604232000,33,0.04
1604232000,35,0.371
1604232000,37,0.183
1604232000,38,0.031
1604232000,40,0.016
1604232000,41,0.142
1604232000,42,0.007
1604232000,47,0.0
1604232000,50,0.0
1604232000,51,0.012
1604232000,53,0.0
1604232000,54,0.165
1604232000,55,0.048
1604232000,57,0.026
1604232000,58,0.061
1604232000,59,0.148
1604232000,62,0.036
1604232000,63,0.059
1604232000,65,0.011
1604232000,66,0.024
1604232000,70,0.001
1604232000,77,0.14
1604232000,78,0.001
1604232000,79,0.0
1604232000,81,0.013
1604232000,84,0.016
1604232000,86,0.021
1604232000,89,0.0414
1604232000,90,0.097
1604232000,91,0.004
1604232000,93,0.017
1604232000,94,0.0
1604232000,95,0.037
1604232000,96,0.03
1604232000,97,0.574
1604232900,14,0.0
1604232900,16,0.02
1604232900,17,0.42
1604232900,19,0.057
1604232900,20,0.065
1604232900,21,0.116
1604232900,24,0.006
1604232900,25,0.008
1604232900,26,0.001
1604232900,28,0.025
1604232900,30,0.004
1604232900,31,0.023
1604232900,32,0.236
1604232900,33,0.03
1604232900,35,0.051
1604232900,37,0.113
1604232900,38,0.172
1604232900,40,0.007
1604232900,41,0.126
1604232900,42,0.007
1604232900,47,0.0
1604232900,50,0.0
1604232900,51,0.02
1604232900,53,0.0
1604232900,54,0.04
1604232900,55,0.074
1604232900,57,0.008
1604232900,58,0.312
1604232900,59,0.435
1604232900,62,0.021
1604232900,63,0.058
1604232900,65,0.012
1604232900,66,0.038
1604232900,70,0.0
1604232900,77,0.27
1604232900,78,0.001
1604232900,79,0.0
1604232900,81,0.06
1604232900,84,0.016
1604232900,86,0.042
1604232900,89,0.0418
1604232900,90,0.018
1604232900,91,0.005
1604232900,93,0.15
1604232900,94,0.0
1604232900,95,0.022
1604232900,96,0.039
1604232900,97,0.097
1604233800,14,0.0
1604233800,16,0.02
1604233800,17,0.229
1604233800,19,0.079
1604233800,20,0.073
1604233800,21,0.062
1604233800,24,0.047
1604233800,25,0.002
1604233800,26,0.012
1604233800,28,0.016
1604233800,30,0.0
1604233800,31,0.023
1604233800,32,0.141
1604233800,33,0.018
1604233800,35,0.04
1604233800,37,0.101
1604233800,38,0.038
1604233800,40,0.013
1604233800,41,0.128
1604233800,42,0.007
1604233800,47,0.0
1604233800,50,0.0
1604233800,51,0.005
1604233800,53,0.0
1604233800,54,0.028
1604233800,55,0.084
1604233800,57,0.034
1604233800,58,0.431
1604233800,59,0.418
1604233800,62,0.029
1604233800,63,0.059
1604233800,65,0.011
1604233800,66,0.037
1604233800,70,0.001
1604233800,77,0.265
1604233800,78,0.001
1604233800,79,0.0
1604233800,81,0.032
1604233800,84,0.017
1604233800,86,0.009
1604233800,89,0.0429
1604233800,90,0.023
1604233800,91,0.02
1604233800,93,0.13
1604233800,94,0.0
1604233800,95,0.073
1604233800,96,0.02
1604233800,97,0.046
1604234700,14,0.0
1604234700,16,0.019
1604234700,17,0.006
1604234700,19,0.074
1604234700,20,0.071
1604234700,21,0.233
1604234700,24,0.014
1604234700,25,0.023
1604234700,26,0.321
1604234700,28,0.02
1604234700,30,0.0
1604234700,31,0.023
1604234700,32,0.127
1604234700,33,0.185
1604234700,35,0.041
1604234700,37,0.334
1604234700,38,0.036
1604234700,40,0.011
1604234700,41,0.117
1604234700,42,0.007
1604234700,47,0.0
1604234700,50,0.0
1604234700,51,0.005
1604234700,53,0.0
1604234700,54,0.025
1604234700,55,0.044
1604234700,57,0.109
1604234700,58,0.219
1604234700,59,0.392
1604234700,62,0.073
1604234700,63,0.059
1604234700,65,0.013
1604234700,66,0.047
1604234700,70,0.001
1604234700,77,0.255
1604234700,78,0.027
1604234700,79,0.0
1604234700,81,0.013
1604234700,84,0.014
1604234700,86,0.12
1604234700,89,0.0441
1604234700,90,0.023
1604234700,91,0.158
1604234700,93,0.041
1604234700,94,0.0
1604234700,95,0.196
1604234700,96,0.022
1604234700,97,0.039
1604235600,14,0.0
1604235600,16,0.019
1604235600,17,0.006
1604235600,19,0.071
1604235600,20,0.074
1604235600,21,0.167
1604235600,24,0.025
1604235600,25,0.0
1604235600,26,0.002
1604235600,28,0.021
1604235600,30,0.011
1604235600,31,0.041
1604235600,32,0.119
1604235600,33,0.004
1604235600,35,0.145
1604235600,37,0.454
1604235600,38,0.033
1604235600,40,0.007
1604235600,41,0.104
1604235600,42,0.007
1604235600,47,0.0
1604235600,50,0.0
1604235600,51,0.005
1604235600,53,0.0
1604235600,54,0.046
1604235600,55,0.049
1604235600,57,0.033
